y(0) = 2.645751
y(1) = 7.228327
y(2) = 15.165580
y(3) = 28.913305
y(4) = 52.725067
y(5) = 93.968239
y(6) = 165.403519
y(7) = 289.133057
y(8) = 503.438873
y(9) = 874.627441
y(10) = 1517.544800
y(11) = 2631.110596
y(12) = 4559.862793
y(13) = 7900.559570
....
