47.12		10.61
47.20		10.59
47.28		10.58
47.36		10.56
47.44		10.54
47.52		10.52
47.60		10.50
47.68		10.49
47.76		10.47
47.84		10.45
47.92		10.43
48.00		10.42
48.08		10.40
48.16		10.38
48.24		10.36
48.32		10.35
48.40		10.33
48.48		10.31
48.56		10.30
48.64		10.28
48.72		10.26
48.80		10.25
48.88		10.23
48.96		10.21
49.04		10.20
49.12		10.18
49.20		10.16
49.28		10.15
49.36		10.13
49.44		10.11
49.52		10.10
49.60		10.08
49.68		10.06
49.76		10.05
49.84		10.03
49.92		10.02
50.00		10.00
50.08		9.98
50.16		9.97
50.24		9.95
50.32		9.94
50.40		9.92
50.48		9.90
50.56		9.89
50.64		9.87
50.72		9.86
50.80		9.84
50.88		9.83
50.96		9.81
51.04		9.80
51.12		9.78
51.20		9.77
51.28		9.75
51.36		9.74
51.44		9.72
51.52		9.70
51.60		9.69
51.68		9.67
51.76		9.66
51.84		9.65
51.92		9.63
52.00		9.62
52.08		9.60
52.16		9.59
52.24		9.57
52.32		9.56
52.40		9.54
52.48		9.53
52.56		9.51
52.64		9.50
52.72		9.48
52.80		9.47
52.88		9.46
52.96		9.44
53.04		9.43
53.12		9.41
53.20		9.40
53.28		9.38
53.36		9.37
53.44		9.36
53.52		9.34
53.60		9.33
53.68		9.31
53.76		9.30
53.84		9.29
53.92		9.27
54.00		9.26
54.08		9.25
54.16		9.23
54.24		9.22
54.32		9.20
54.40		9.19
54.48		9.18
54.56		9.16
54.64		9.15
54.72		9.14
54.80		9.12
54.88		9.11
54.96		9.10
55.04		9.08
55.12		9.07
55.20		9.06
55.28		9.04
55.36		9.03
55.44		9.02
55.52		9.01
55.60		8.99
55.68		8.98
55.76		8.97
55.84		8.95
55.92		8.94
56.00		8.93
56.08		8.92
56.16		8.90
56.24		8.89
56.32		8.88
56.40		8.87
56.48		8.85
56.56		8.84
56.64		8.83
56.72		8.82
56.80		8.80
56.88		8.79
56.96		8.78
57.04		8.77
57.12		8.75
57.20		8.74
57.28		8.73
57.36		8.72
57.44		8.70
57.52		8.69
57.60		8.68
57.68		8.67
57.76		8.66
57.84		8.64
57.92		8.63
58.00		8.62
58.08		8.61
58.16		8.60
58.24		8.59
58.32		8.57
58.40		8.56
58.48		8.55
58.56		8.54
58.64		8.53
58.72		8.51
58.80		8.50
58.88		8.49
58.96		8.48
59.04		8.47
59.12		8.46
59.20		8.45
59.28		8.43
59.36		8.42
59.44		8.41
59.52		8.40
59.60		8.39
59.68		8.38
59.76		8.37
59.84		8.36
59.92		8.34
60.00		8.33
60.08		8.32
60.16		8.31
60.24		8.30
60.32		8.29
60.40		8.28
60.48		8.27
60.56		8.26
60.64		8.25
60.72		8.23
60.80		8.22
60.88		8.21
60.96		8.20
61.04		8.19
61.12		8.18
61.20		8.17
61.28		8.16
61.36		8.15
61.44		8.14
61.52		8.13
61.60		8.12
61.68		8.11
61.76		8.10
61.84		8.09
61.92		8.07
62.00		8.06
62.08		8.05
62.16		8.04
62.24		8.03
62.32		8.02
62.40		8.01
62.48		8.00
62.56		7.99
62.64		7.98
62.72		7.97
62.80		7.96
62.88		7.95
62.96		7.94
63.04		7.93
63.12		7.92
63.20		7.91
63.28		7.90
63.36		7.89
63.44		7.88
63.52		7.87
63.60		7.86
63.68		7.85
63.76		7.84
63.84		7.83
63.92		7.82
64.00		7.81
64.08		7.80
64.16		7.79
64.24		7.78
64.32		7.77
64.40		7.76
64.48		7.75
64.56		7.74
64.64		7.74
64.72		7.73
64.80		7.72
64.88		7.71
64.96		7.70
65.04		7.69
65.12		7.68
65.20		7.67
65.28		7.66
65.36		7.65
65.44		7.64
65.52		7.63
65.60		7.62
65.68		7.61
65.76		7.60
65.84		7.59
65.92		7.58
66.00		7.58
66.08		7.57
66.16		7.56
66.24		7.55
66.32		7.54
66.40		7.53
66.48		7.52
66.56		7.51
66.64		7.50
66.72		7.49
66.80		7.49
66.88		7.48
66.96		7.47
67.04		7.46
67.12		7.45
67.20		7.44
67.28		7.43
67.36		7.42
67.44		7.41
67.52		7.41
67.60		7.40
67.68		7.39
67.76		7.38
67.84		7.37
67.92		7.36
68.00		7.35
68.08		7.34
68.16		7.34
68.24		7.33
68.32		7.32
68.40		7.31
68.48		7.30
68.56		7.29
68.64		7.28
68.72		7.28
68.80		7.27
68.88		7.26
68.96		7.25
69.04		7.24
69.12		7.23
69.20		7.23
69.28		7.22
69.36		7.21
69.44		7.20
69.52		7.19
69.60		7.18
69.68		7.18
69.76		7.17
69.84		7.16
69.92		7.15
70.00		7.14
70.08		7.13
70.16		7.13
70.24		7.12
70.32		7.11
70.40		7.10
70.48		7.09
70.56		7.09
70.64		7.08
70.72		7.07
70.80		7.06
70.88		7.05
70.96		7.05
71.04		7.04
71.12		7.03
71.20		7.02
71.28		7.01
71.36		7.01
71.44		7.00
71.52		6.99
71.60		6.98
71.68		6.98
71.76		6.97
71.84		6.96
71.92		6.95
72.00		6.94
72.08		6.94
72.16		6.93
72.24		6.92
72.32		6.91
72.40		6.91
72.48		6.90
72.56		6.89
72.64		6.88
72.72		6.88
72.80		6.87
72.88		6.86
72.96		6.85
73.04		6.85
73.12		6.84
73.20		6.83
73.28		6.82
73.36		6.82
73.44		6.81
73.52		6.80
73.60		6.79
73.68		6.79
73.76		6.78
73.84		6.77
73.92		6.76
74.00		6.76
74.08		6.75
74.16		6.74
74.24		6.73
74.32		6.73
74.40		6.72
74.48		6.71
74.56		6.71
74.64		6.70
74.72		6.69
74.80		6.68
74.88		6.68
74.96		6.67
75.04		6.66
75.12		6.66
75.20		6.65
75.28		6.64
75.36		6.63
75.44		6.63
75.52		6.62
75.60		6.61
75.68		6.61
75.76		6.60
75.84		6.59
75.92		6.59
76.00		6.58
76.08		6.57
76.16		6.57
76.24		6.56
76.32		6.55
76.40		6.54
76.48		6.54
76.56		6.53
76.64		6.52
76.72		6.52
76.80		6.51
76.88		6.50
76.96		6.50
77.04		6.49
77.12		6.48
77.20		6.48
77.28		6.47
77.36		6.46
77.44		6.46
77.52		6.45
77.60		6.44
77.68		6.44
77.76		6.43
77.84		6.42
77.92		6.42
78.00		6.41
78.08		6.40
78.16		6.40
78.24		6.39
78.32		6.38
78.40		6.38
78.48		6.37
78.56		6.36
78.64		6.36
78.72		6.35
78.80		6.35
78.88		6.34
78.96		6.33
79.04		6.33
79.12		6.32
79.20		6.31
79.28		6.31
79.36		6.30
79.44		6.29
79.52		6.29
79.60		6.28
79.68		6.28
79.76		6.27
79.84		6.26
79.92		6.26
80.00		6.25
80.08		6.24
80.16		6.24
80.24		6.23
80.32		6.23
80.40		6.22
80.48		6.21
80.56		6.21
80.64		6.20
80.72		6.19
80.80		6.19
80.88		6.18
80.96		6.18
81.04		6.17
81.12		6.16
81.20		6.16
81.28		6.15
81.36		6.15
81.44		6.14
81.52		6.13
81.60		6.13
81.68		6.12
81.76		6.12
81.84		6.11
81.92		6.10
82.00		6.10
82.08		6.09
82.16		6.09
82.24		6.08
82.32		6.07
82.40		6.07
82.48		6.06
82.56		6.06
82.64		6.05
82.72		6.04
82.80		6.04
82.88		6.03
82.96		6.03
83.04		6.02
83.12		6.02
83.20		6.01
83.28		6.00
83.36		6.00
83.44		5.99
83.52		5.99
83.60		5.98
83.68		5.98
83.76		5.97
83.84		5.96
83.92		5.96
84.00		5.95
84.08		5.95
84.16		5.94
84.24		5.94
84.32		5.93
84.40		5.92
84.48		5.92
84.56		5.91
84.64		5.91
84.72		5.90
84.80		5.90
84.88		5.89
84.96		5.89
85.04		5.88
85.12		5.87
85.20		5.87
85.28		5.86
85.36		5.86
85.44		5.85
85.52		5.85
85.60		5.84
85.68		5.84
85.76		5.83
85.84		5.82
85.92		5.82
86.00		5.81
86.08		5.81
86.16		5.80
86.24		5.80
86.32		5.79
86.40		5.79
86.48		5.78
86.56		5.78
86.64		5.77
86.72		5.77
86.80		5.76
86.88		5.76
86.96		5.75
87.04		5.74
87.12		5.74
87.20		5.73
87.28		5.73
87.36		5.72
87.44		5.72
87.52		5.71
87.60		5.71
87.68		5.70
87.76		5.70
87.84		5.69
87.92		5.69
88.00		5.68
88.08		5.68
88.16		5.67
88.24		5.67
88.32		5.66
88.40		5.66
88.48		5.65
88.56		5.65
88.64		5.64
88.72		5.64
88.80		5.63
88.88		5.63
88.96		5.62
89.04		5.62
89.12		5.61
89.20		5.61
89.28		5.60
89.36		5.60
89.44		5.59
89.52		5.59
89.60		5.58
89.68		5.58
89.76		5.57
89.84		5.57
89.92		5.56
90.00		5.56
90.08		5.55
90.16		5.55
90.24		5.54
90.32		5.54
90.40		5.53
90.48		5.53
90.56		5.52
90.64		5.52
90.72		5.51
90.80		5.51
90.88		5.50
90.96		5.50
91.04		5.49
91.12		5.49
91.20		5.48
91.28		5.48
91.36		5.47
91.44		5.47
91.52		5.46
91.60		5.46
91.68		5.45
91.76		5.45
91.84		5.44
91.92		5.44
92.00		5.43
92.08		5.43
92.16		5.43
92.24		5.42
92.32		5.42
92.40		5.41
92.48		5.41
92.56		5.40
92.64		5.40
92.72		5.39
92.80		5.39
92.88		5.38
92.96		5.38
93.04		5.37
93.12		5.37
93.20		5.36
93.28		5.36
93.36		5.36
93.44		5.35
93.52		5.35
93.60		5.34
93.68		5.34
93.76		5.33
93.84		5.33
93.92		5.32
94.00		5.32
94.08		5.31
94.16		5.31
94.24		5.31
94.32		5.30
94.40		5.30
94.48		5.29
94.56		5.29
94.64		5.28
94.72		5.28
94.80		5.27
94.88		5.27
94.96		5.27
95.04		5.26
95.12		5.26
95.20		5.25
95.28		5.25
95.36		5.24
95.44		5.24
95.52		5.23
95.60		5.23
95.68		5.23
95.76		5.22
95.84		5.22
95.92		5.21
96.00		5.21
96.08		5.20
96.16		5.20
96.24		5.20
96.32		5.19
96.40		5.19
96.48		5.18
96.56		5.18
96.64		5.17
96.72		5.17
96.80		5.17
96.88		5.16
96.96		5.16
97.04		5.15
97.12		5.15
97.20		5.14
97.28		5.14
97.36		5.14
97.44		5.13
97.52		5.13
97.60		5.12
97.68		5.12
97.76		5.11
97.84		5.11
97.92		5.11
98.00		5.10
98.08		5.10
98.16		5.09
98.24		5.09
98.32		5.09
98.40		5.08
98.48		5.08
98.56		5.07
98.64		5.07
98.72		5.06
98.80		5.06
98.88		5.06
98.96		5.05
99.04		5.05
99.12		5.04
99.20		5.04
99.28		5.04
99.36		5.03
99.44		5.03
99.52		5.02
99.60		5.02
99.68		5.02
99.76		5.01
99.84		5.01
99.92		5.00

