y(0):  2.65
y(1):  7.23
y(2):  15.17
y(3):  28.91
y(4):  52.73
y(5):  93.97
y(6):  165.40
y(7):  289.13
y(8):  503.44
y(9):  874.63
y(10):  1517.55
y(11):  2631.11
y(12):  4559.86
y(13):  7900.56
y(14):  13686.82
